file_name,length_samples,zero_crossings_rate_mean,zero_crossings_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,spectral_centroid_mean,spectral_centroid_var,rolloff_mean,rolloff_var,spectral_bandwidth_mean,spectral_bandwidth_var,chroma_mean,chroma_var,rms_mean,rms_var,mfcc_mean_1,mfcc_var_1,mfcc_mean_2,mfcc_var_2,mfcc_mean_3,mfcc_var_3,mfcc_mean_4,mfcc_var_4,mfcc_mean_5,mfcc_var_5,mfcc_mean_6,mfcc_var_6,mfcc_mean_7,mfcc_var_7,mfcc_mean_8,mfcc_var_8,mfcc_mean_9,mfcc_var_9,mfcc_mean_10,mfcc_var_10,mfcc_mean_11,mfcc_var_11,mfcc_mean_12,mfcc_var_12,mfcc_mean_13,mfcc_var_13,mfcc_mean_14,mfcc_var_14,mfcc_mean_15,mfcc_var_15,mfcc_mean_16,mfcc_var_16,mfcc_mean_17,mfcc_var_17,mfcc_mean_18,mfcc_var_18,mfcc_mean_19,mfcc_var_19,mfcc_mean_20,mfcc_var_20
wav_no-copyright-music-happy-306601.wav,3518976,0.05075737941946748,0.04818106785393567,3.242023e-07,0.016458726,3.7935468e-05,0.0062478427,89.10290948275862,1270.9496520535074,578311.6660204984,2455.749984088595,4157951.044562351,1787.4171006713927,467784.9888554453,0.33264747,0.09748708,0.14335869,0.0064315363,-229.73492,9469.894,131.72838,1770.6782,21.906313,814.50867,16.345655,434.03516,6.8863935,295.36093,2.584752,201.8604,-3.8978438,204.58472,-0.14472333,160.68402,-2.5390193,140.93999,4.245132,183.99913,-0.87643105,108.29923,1.967722,122.82664,-2.16815,92.42955,-6.278121,66.57253,-6.10546,92.090576,-0.8349983,95.0838,1.528376,83.62184,7.481932,104.85273,1.367486,126.39212,0.42652693,158.3758
